CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
12441762-101004284528,Intersection 7938 DAIRY VIEW LN&12500 PROSPERITY RIVER CT,Harris County,F,ALIEF,,SW,SW,,1st Tuesday,MONDAY-B,528M,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 09:12:36,2020-09-26 09:12:36,2020-09-22 12:04:19,-3.88,Flooding-101004284528,3047595.61332000000,13814329.85117000000,29.69060429,-95.60074593,Voice In
12441774-101004284580,"8402 WAYFARER, HOUSTON TX 77075",Harris,D,GREATER HOBBY AREA,0772790250009,SE,SE,FRIDAY,4th Monday,FRIDAY-B,575Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 09:36:15,2020-09-26 09:36:15,2020-09-22 17:49:19,-3.66,Flooding-101004284580,3153673.61147000000,13791345.63926000000,29.61853372,-95.26911573,Voice In
12441780-101004284612,Intersection 13200 PLAYER ST&4700 TIDEWATER DR,Harris County,K,CENTRAL SOUTHWEST,,SW,SW,,4th Monday,FRIDAY-B,571M,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 09:49:24,2020-09-26 09:49:23,2020-09-22 14:04:19,-3.82,Flooding-101004284612,3096233.28508000000,13795057.31721000000,29.63365302,-95.44946732,Voice In
12441781-101004284617,Intersection 13400 PLAYER ST&4714 TRAIL LAKE DR,Harris County,K,CENTRAL SOUTHWEST,,SW,SW,,4th Monday,FRIDAY-B,571M,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 09:50:35,2020-09-26 09:50:34,2020-09-22 14:24:18,-3.81,Flooding-101004284617,3096038.25561000000,13794419.50910000000,29.63191607,-95.4501419,Voice In
12441787-101004284636,Intersection 12816 ASTORIA BLVD&12100 WESSEX DR,Harris County,D,SOUTH BELT / ELLINGTON,,SE,SE,,2nd Thursday,THURSDAY-B,617A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 10:01:22,2020-09-26 10:01:21,2020-09-22 14:59:19,-3.79,Flooding-101004284636,3178024.50207000000,13781883.40031000000,29.59036732,-95.19348275,Voice In
12441809-101004284716,Intersection 9800 CLINTON DR&2 FIDELITY ST,Harris County,I,CLINTON PARK TRI-COMMUNITY,,,,,,,495Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 10:40:41,2020-09-26 10:40:41,2020-09-23 12:34:19,-2.92,Flooding,,,29.73197575,-95.2551287,Unknown
12441813-101004284723,"5022 EDFIELD, HOUSTON TX 77033",Harris,D,SUNNYSIDE,0852830000014,SE,SE,FRIDAY,4th Thursday,FRIDAY-A,533V,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 10:44:30,2020-09-26 10:44:30,2020-09-22 14:34:19,-3.84,Flooding-101004284723,3127546.56005000000,13810369.89813000000,29.6730932,-95.34944002,Voice In
12441812-101004284724,"1947 OJEMAN, HOUSTON TX 77055",Harris,A,SPRING BRANCH CENTRAL,0791650010001,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,450V,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 10:44:47,2020-09-26 10:44:47,2020-09-22 16:14:18,-3.77,Flooding-101004284724,3077446.78590000000,13857949.66157000000,29.80808719,-95.50265929,Voice In
12441816-101004284730,"1931 JACQUELYN, HOUSTON TX 77055",Harris,A,SPRING BRANCH EAST,0700290070018,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,451T,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 10:46:07,2020-09-26 10:46:06,2020-09-22 16:24:19,-3.77,Flooding-101004284730,3084214.56469000000,13857589.90704000000,29.80654015,-95.48136238,Voice In
12441817-101004284733,"5200 KANSAS, HOUSTON TX 77007",Harris,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0102020000084,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492C,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 10:47:42,2020-09-26 10:47:42,2020-09-22 18:04:18,-3.70,Flooding-101004284733,3105463.26826000000,13849409.53987000000,29.78228036,-95.4151823,Voice In
12441822-101004284769,"7643 GLENVIEW, HOUSTON TX 77061",Harris,I,GOLFCREST / BELLFORT / REVEILLE,0950620000034,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,535T,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 11:01:10,2020-09-26 11:01:10,2020-09-23 14:14:19,-2.87,Flooding - 420370,-95.28348000000,29.67617000000,29.67621285,-95.28345602,WAP
12441834-101004284807,Intersection 1000 DWIGHT ST&0 EAST FWY,Harris County,I,NORTHSHORE,,NE,NE,,1st Monday,THURSDAY-A,496H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 11:17:34,2020-09-26 11:17:34,2020-09-23 12:39:19,-2.94,Flooding,,,29.77189437,-95.20224753,Unknown
12441837-101004284815,"8205 GULICK, HOUSTON TX 77075",Harris,D,GREATER HOBBY AREA,0772800410032,SE,SE,FRIDAY,4th Monday,FRIDAY-B,575P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 11:20:18,2020-09-26 11:20:17,2020-09-22 17:54:19,-3.73,Flooding-101004284815,3152290.98759000000,13793412.87397000000,29.62433715,-95.27325793,Voice In
12441836-101004284816,"10502 PLAINFIELD, HOUSTON TX 77031",Harris,J,BRAYS OAKS,1014930000004,SW,SW,THURSDAY,2nd Friday,THURSDAY-A,530W,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 11:20:31,2020-09-26 11:20:31,2020-09-22 17:19:18,-3.75,Flooding-101004284816,3065686.66704000000,13805881.37233000000,29.66592257,-95.54457637,Voice In
12441848-101004284848,"11800 SCOTT, HOUSTON TX 77047",Harris,D,SOUTH ACRES / CRESTMONT PARK,0901910000002,SE,SE,FRIDAY,,FRIDAY-B,573L,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 11:34:26,2020-09-26 11:34:26,2020-09-22 19:09:18,-3.68,Flooding-101004284848,3122296.42849000000,13795438.70358000000,29.63250055,-95.36742553,Voice In
12441856-101004284875,"3015 MANSFIELD, HOUSTON TX 77091",Harris,B,ACRES HOME,0511270050048,NW,NW,TUESDAY,4th Tuesday,TUESDAY-B,451D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 11:44:17,2020-09-26 11:44:17,2020-09-22 18:39:19,-3.71,Flooding-101004284875,3092582.65885000000,13874089.78414000000,29.85119834,-95.45341044,Voice In
12441863-101004284898,"6711 NORDLING, HOUSTON TX 77076",Harris,H,NORTHSIDE/NORTHLINE,0261250000048,NE,NW,MONDAY,3rd Tuesday,MONDAY-B,413W,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 11:51:09,2020-09-26 11:51:09,2020-09-22 18:59:19,-3.70,Flooding-101004284898,3111994.73682000000,13878024.20738000000,29.86038004,-95.39181912,Voice In
12441861-101004284900,Intersection 13324 HIRAM CLARKE RD&4500 TIDEWATER DR,Harris County,K,CENTRAL SOUTHWEST,,,,,,,571M,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 11:51:53,2020-09-26 11:51:53,2020-09-22 19:19:19,-3.69,Flooding-101004284900,3097243.39887000000,13795178.77431000000,29.63390252,-95.44627743,Voice In
12441864-101004284907,Intersection 4300 BOYNTON DR&13712 WRIGLEY ST,Harris County,K,CENTRAL SOUTHWEST,,SW,SW,,4th Monday,FRIDAY-B,572J,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 11:54:34,2020-09-26 11:54:34,2020-09-22 17:59:18,-3.75,Flooding-101004284907,3098067.43364000000,13793236.32052000000,29.62849417,-95.44387055,Voice In
12441867-101004284933,"8110 ALBACORE, HOUSTON TX 77074",Harris,J,SHARPSTOWN,1113340000012,SW,SW,TUESDAY,2nd Tuesday,TUESDAY-B,530M,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 12:02:28,2020-09-26 12:02:27,2020-09-23 10:54:18,-3.05,Flooding - 420382,-95.50114000000,29.69144000000,29.69187112,-95.50191365,WAP
12441871-101004284941,Intersection 5000 KIRKPATRICK BLVD&0 N LOOP FWY E,Harris County,B,TRINITY / HOUSTON GARDENS,,,,,,,455S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 12:05:22,2020-09-26 12:05:22,2020-09-23 16:09:19,-2.83,Flooding,,,29.8048057,-95.29132843,Unknown
12441903-101004284951,Intersection 12900 ASTORIA BLVD&14500 GULF FWY,Harris County,D,SOUTH BELT / ELLINGTON,,,,,,,617A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 12:08:16,2020-09-26 12:08:15,2020-09-24 11:39:19,-2.02,Flooding-101004284951,3178705.54959000000,13782585.27391000000,29.59223557,-95.19126901,Voice In
12441884-101004284979,"11535 KIRKHOLLOW, HOUSTON TX 77089",Harris,D,SOUTH BELT / ELLINGTON,1001400000032,SE,SW,THURSDAY,2nd Thursday,THURSDAY-B,576X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 12:18:17,2020-09-26 12:18:17,2020-09-23 09:59:19,-3.10,Flooding-101004284979,3166626.30439000000,13786300.98105000000,29.60352517,-95.22888111,Voice In
12441899-101004285036,"13501 HOOPER, HOUSTON TX 77047",Harris,K,CENTRAL SOUTHWEST,0420180000039,SW,SW,FRIDAY,4th Thursday,FRIDAY-B,572V,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 12:40:39,2020-09-26 12:40:39,2020-09-22 20:44:18,-3.66,Flooding-101004285036,3111225.53068000000,13787336.04492000000,29.61116891,-95.40304303,Voice In
12441931-101004285267,"5739 NORTHRIDGE, HOUSTON TX 77033",Harris,D,SOUTH PARK,0790300280030,SE,SE,FRIDAY,4th Wednesday,FRIDAY-A,534W,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 14:49:34,2020-09-26 14:49:34,2020-09-23 15:59:18,-2.95,Flooding-101004285267,3132158.69256000000,13808791.77629000000,29.66835874,-95.33507874,Voice In
12441952-101004285434,Intersection 3000 W BELLFORT AVE&10100 BUFFALO SPWY,Harris County,K,SOUTH MAIN,,,,,,,532T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 16:38:38,2020-09-26 16:38:38,2020-09-22 19:14:19,-3.89,Flooding-101004285434,3103642.93135000000,13809313.60726000000,29.67222015,-95.42478172,Voice In
12441966-101004285490,Intersection 900 COMMERCE ST&2 TRAVIS ST,Harris County,I,DOWNTOWN,,,,,,,493M,Houston Downtown,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 17:11:38,2020-09-26 17:10:00,2020-09-23 10:24:19,-3.28,Flooding-101004285490,3123024.62815000000,13843411.80842000000,29.7643031,-95.36043555,Face2Face
12441976-101004285526,"9522 RAVENSWORTH, HOUSTON TX 77031",Harris,K,BRAYS OAKS,1059180000014,SW,SW,THURSDAY,2nd Friday,THURSDAY-A,570E,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 17:43:01,2020-09-26 17:43:01,2020-09-23 09:49:18,-3.33,Flooding-101004285526,3066082.02353000000,13797415.75081000000,29.64261944,-95.54411958,Voice In
12441988-101004285584,"10437 AMBURSEN, HOUSTON TX 77034",Harris,E,EDGEBROOK AREA,0813820000020,SE,SW,THURSDAY,2nd Tuesday,THURSDAY-B,576K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 18:58:50,2020-09-26 18:58:49,2020-09-23 08:59:19,-3.42,Flooding-101004285584,3166820.80794000000,13798611.66246000000,29.637346,-95.22701971,Voice In
12441992-101004285594,"244 W 26TH, HOUSTON TX 77008",Harris,C,GREATER HEIGHTS,0200250000054,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,452V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 19:05:07,2020-09-26 19:05:07,2020-09-22 19:34:18,-3.98,Flooding,,,29.80976612,-95.40098339,WEB
12442023-101004285706,"11221 CLIFFWOOD, HOUSTON TX 77035",Harris,K,WILLOW MEADOWS / WILLOWBEND AREA,0891140000021,SW,SE,THURSDAY,3rd Wednesday,THURSDAY-A,571D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 22:10:18,2020-09-26 22:10:18,2020-09-23 09:54:19,-3.51,Flooding - 411607,-95.45621000000,29.65617000000,29.65599449,-95.45602202,WAP
12442026-101004285719,"6060 VICTORY, HOUSTON TX 77088",Harris,A,GREATER INWOOD,0991100000064,,,,,,411T,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 22:10:46,2020-09-26 22:10:46,2020-09-22 23:14:18,-3.96,Flooding - 411624,-95.48039000000,29.86569000000,29.86603619,-95.48021181,WAP
12442027-101004285727,"769 GROVE, HOUSTON TX 77020",Harris,B,GREATER FIFTH WARD,1379920010001,NE,NW,FRIDAY,1st Thursday,FRIDAY-B,494J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 22:11:07,2020-09-26 22:11:07,2020-09-23 12:44:18,-3.39,Flooding - 411640,-95.33669000000,29.76858000000,29.76855862,-95.3367265,WAP
12442053-101004285820,"4320 ELYSIAN, HOUSTON TX 77009",Harris,H,NEAR NORTHSIDE,0311020000001,NE,NW,FRIDAY,1st Friday,FRIDAY-B,453Z,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 22:14:24,2020-09-26 22:14:24,2020-09-22 23:34:18,-3.94,Flooding - 412167,-95.35137000000,29.79995000000,29.79990752,-95.35111334,WAP
12442054-101004285821,"4402 ELYSIAN, HOUSTON TX 77009",Harris,H,NEAR NORTHSIDE,0311090000005,NE,NW,FRIDAY,1st Friday,FRIDAY-B,453Z,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 22:14:28,2020-09-26 22:14:28,2020-09-22 23:24:19,-3.95,Flooding - 412168,-95.35136000000,29.80017000000,29.80018968,-95.3511635,WAP
12442092-101004285932,"9101 FRANKWAY, HOUSTON TX 77096",,C,MEYERLAND AREA,,,,,,,531R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 22:18:12,2020-09-26 22:18:12,2020-09-23 13:29:19,-3.37,Flooding - 420322,-95.45452000000,29.68381000000,29.68359549,-95.45442683,WAP
12442099-101004285943,"6601 MEADOWLAWN, HOUSTON TX 77023",Harris,I,LAWNDALE / WAYSIDE,0622040010017,SE,SE,MONDAY,1st Tuesday,MONDAY-A,534C,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 22:18:35,2020-09-26 22:18:35,2020-09-23 14:59:19,-3.31,Flooding - 420352,-95.31140000000,29.72428000000,29.72408528,-95.31120005,WAP
12442101-101004285944,"1199 S WAYSIDE, HOUSTON TX 77023",Harris,I,LAWNDALE / WAYSIDE,0410070200002,,,,,,534C,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 22:18:40,2020-09-26 22:18:40,2020-09-23 15:49:19,-3.27,Flooding - 420353,-95.31096000000,29.72531000000,29.72492437,-95.31075323,WAP
12442100-101004285945,"6423 GULF, HOUSTON TX 77023",Harris,I,LAWNDALE / WAYSIDE,0410300000067,,,,,,534H,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 22:18:40,2020-09-26 22:18:40,2020-09-23 10:34:18,-3.49,Flooding - 420354,-95.30586000000,29.70909000000,29.70933012,-95.30526542,WAP
12442103-101004285948,"9523 MOORBERRY, HOUSTON TX 77080",Harris,A,SPRING BRANCH NORTH,1001980000003,NW,NE,FRIDAY,4th Friday,FRIDAY-A,450P,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 22:18:46,2020-09-26 22:18:46,2020-09-22 23:54:19,-3.93,Flooding - 420364,-95.53368000000,29.81473000000,29.81476254,-95.53361843,WAP
12442107-101004285953,"7935 DAIRY VIEW, HOUSTON TX 77072",Harris,F,ALIEF,1254260010063,SW,SW,MONDAY,1st Tuesday,MONDAY-B,528M,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-22 22:43:15,2020-09-26 22:43:15,2020-09-23 08:54:19,-3.58,Flooding-101004285953,3047660.67422000000,13814337.44138000000,29.69061995,-95.6005404,Voice In
12442141-101004286077,"8014 EMPEROR, HOUSTON TX 77072",Harris,F,ALIEF,1254260020088,SW,SW,MONDAY,1st Tuesday,MONDAY-B,528M,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-23 08:05:14,2020-09-27 08:05:14,2020-09-24 13:14:18,-2.79,Flooding-101004286077,3047207.97466000000,13814003.05786000000,29.68973694,-95.60199624,Voice In
12442162-101004286272,"7807 DAIRY VIEW, HOUSTON TX 77072",Harris,F,ALIEF,1254260010044,SW,SW,MONDAY,1st Tuesday,MONDAY-B,528M,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-23 09:59:37,2020-09-27 09:59:37,2020-09-24 13:24:19,-2.86,Flooding-101004286272,3047648.92030000000,13814949.11207000000,29.69230231,-95.60052141,Voice In
12442174-101004286361,"5300 MEMORIAL, HOUSTON TX 77007",Harris,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0440680000055,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-23 10:40:37,2020-09-27 10:40:37,2020-09-24 11:49:19,-2.95,Flooding,,,29.76198985,-95.41597551,WEB
12442180-101004286435,"4714 LOTUS, HOUSTON TX 77045",Harris,K,CENTRAL SOUTHWEST,0964900000012,SW,SW,FRIDAY,4th Monday,FRIDAY-B,571M,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-23 11:11:02,2020-09-27 11:11:02,2020-09-24 09:04:18,-3.09,Flooding-101004286435,3095446.65902000000,13795569.08292000000,29.63512542,-95.45189353,Voice In
12442188-101004286529,"5746 HIRONDEL, HOUSTON TX 77033",Harris,D,SOUTH PARK,0911370000003,SE,SE,FRIDAY,4th Wednesday,FRIDAY-A,574A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-23 11:43:03,2020-09-27 11:43:03,2020-09-24 13:04:19,-2.94,Flooding-101004286529,3132429.33145000000,13804842.16509000000,29.65747902,-95.33461665,Voice In
101004286565,"5314 CHENNAULT, HOUSTON TX 77033",Harris,D,SOUTH PARK,0751900240004,SE,SE,FRIDAY,4th Wednesday,FRIDAY-A,534N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-23 11:57:12,2020-09-27 11:57:12,2020-09-23 12:39:16,-3.97,Flooding,,,29.68260992,-95.33891515,Voice In
12442270-101004287473,Intersection 10800 CORDOBA DR&2500 JORENT DR,Harris County,,,,,,,,,412J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-23 23:43:23,2020-09-27 23:43:23,2020-09-24 12:54:18,-3.45,Flooding,,,29.89080423,-95.44823616,WEB
12442379-101004288337,"7723 FEROL, HOUSTON TX 77016",Harris,B,EAST LITTLE YORK / HOMESTEAD,0824980000008,NE,NW,TUESDAY,2nd Tuesday,TUESDAY-A,415S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-24 12:54:21,2020-09-28 12:54:21,2020-09-25 14:34:19,-2.93,Flooding-101004288337,3144638.13873000000,13881942.63228000000,29.86834144,-95.28849212,Voice In
12442522-101004289652,"10810 CORDOBA, UNINCORPORATED TX 77088",Harris,,,1229480020003,,,,,,412J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-25 11:37:54,2020-09-29 11:37:54,2020-09-28 12:14:19,-0.97,Flooding,,,29.89156498,-95.44803198,WEB
12442630-101004290733,"13117 ELAINE, HOUSTON TX 77047",Harris,D,CENTRAL SOUTHWEST,0432140000202,SW,SW,FRIDAY,4th Thursday,FRIDAY-B,572R,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-26 11:02:51,2020-09-30 11:02:51,2020-09-28 08:59:22,-2.09,Flooding-101004290733,3112891.84789000000,13789816.61378000000,29.6178465,-95.39756085,Voice In
12442704-101004291886,"5505 W LOOP S, HOUSTON TX 77081",Harris,G,GREENWAY / UPPER KIRBY AREA,1183440010001,,,,,,531D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-28 08:31:00,2020-10-02 08:31:00,2020-09-29 15:44:19,-2.70,Flooding - 421288,-95.45898000000,29.72249000000,29.7221525,-95.45920823,WAP
12442809-101004293319,"7046 SHARPCREST, HOUSTON TX 77074",Harris,J,SHARPSTOWN,0882480000026,SW,SW,TUESDAY,2nd Tuesday,TUESDAY-B,530M,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-28 21:11:41,2020-10-02 21:11:41,2020-09-29 10:24:18,-3.45,Flooding,,,29.69669482,-95.50789253,WEB
12442811-101004293356,"4949 JACKWOOD, HOUSTON TX 77096",Harris,C,MEYERLAND AREA,0855730000002,,,,,,531Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-29 00:05:48,2020-10-03 00:05:48,2020-09-29 14:09:18,-3.41,Flooding - 421204,-95.46397000000,29.68467000000,29.68428831,-95.46413297,WAP
12442850-101004293732,"4521 GALESBURG, HOUSTON TX 77051",Harris,D,SUNNYSIDE,0761490040009,SE,SE,FRIDAY,4th Thursday,FRIDAY-A,533Y,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-29 09:53:36,2020-10-03 09:53:35,2020-10-01 12:29:22,-1.89,Flooding-101004293732,3124509.59434000000,13807764.96404000000,29.66619323,-95.35925446,Voice In
12442923-101004294590,"10929 ALMEDA GENOA, HOUSTON TX 77034",Harris,E,SOUTH BELT / ELLINGTON,1406390010001,,,,,,576Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-29 15:27:13,2020-10-03 15:27:13,2020-09-30 13:29:22,-3.08,Flooding,,,29.62448739,-95.21918951,WEB
12442969-101004295131,"4838 JASON, HOUSTON TX 77096",Harris,C,MEYERLAND AREA,0824120000010,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-30 00:05:55,2020-10-04 00:05:55,2020-09-30 01:49:20,-3.93,Flooding - 421474,-95.46356000000,29.68379000000,29.68403422,-95.46341425,WAP
12443005-101004295577,Intersection 9300 FANNIN ST&2000 HOLMES RD,Harris County,K,CENTRAL SOUTHWEST,,,,,,,532Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-09-30 10:37:16,2020-10-04 10:37:15,2020-10-01 11:04:20,-2.98,Flooding-101004295577,3110585.85972000000,13808200.86179000000,29.66857608,-95.40303595,Voice In
